Record Length,10000,Source,CH1
,,-0.00016408,0
,,-0.000164,0
,,-0.00016392,0
,,-0.00016384,0
,,-0.00016376,0.04
,,-0.00016368,0.04
,,-0.0001636,0
,,-0.00016352,0
,,-0.00016344,0
,,-0.00016336,0
,,-0.00016328,0
,,-0.0001632,0
,,-0.00016312,0
,,-0.00016304,0
,,-0.00016296,0
,,-0.00016288,0
,,-0.0001628,0
,,-0.00016272,0
,,-0.00016264,0
,,-0.00016256,0
,,-0.00016248,0
,,-0.0001624,0
,,-0.00016232,0
,,-0.00016224,0
,,-0.00016216,0
,,-0.00016208,0
,,-0.000162,0
,,-0.00016192,0
,,-0.00016184,0
,,-0.00016176,0
,,-0.00016168,0
,,-0.0001616,0
,,-0.00016152,0
,,-0.00016144,0
,,-0.00016136,0
,,-0.00016128,0
,,-0.0001612,0.04
,,-0.00016112,0.04
,,-0.00016104,0
,,-0.00016096,0.04
,,-0.00016088,0.04
,,-0.0001608,0
,,-0.00016072,0
,,-0.00016064,0
,,-0.00016056,0
,,-0.00016048,0
,,-0.0001604,0
,,-0.00016032,0
,,-0.00016024,0
,,-0.00016016,0
,,-0.00016008,0
,,-0.00016,0
,,-0.00015992,0
,,-0.00015984,0
,,-0.00015976,0.04
,,-0.00015968,0.04
,,-0.0001596,0
,,-0.00015952,0.04
,,-0.00015944,0.04
,,-0.00015936,0
,,-0.00015928,0
,,-0.0001592,0
,,-0.00015912,0
,,-0.00015904,0
,,-0.00015896,0
,,-0.00015888,0
,,-0.0001588,0
,,-0.00015872,0
,,-0.00015864,0
,,-0.00015856,0
,,-0.00015848,0.04
,,-0.0001584,0.04
,,-0.00015832,0
,,-0.00015824,0
,,-0.00015816,0
,,-0.00015808,0
,,-0.000158,0
,,-0.00015792,0
,,-0.00015784,0
,,-0.00015776,0
,,-0.00015768,0
,,-0.0001576,0
,,-0.00015752,0
,,-0.00015744,0
,,-0.00015736,0
,,-0.00015728,0
,,-0.0001572,0
,,-0.00015712,0
,,-0.00015704,0
,,-0.00015696,0
,,-0.00015688,0.04
,,-0.0001568,0.04
,,-0.00015672,0
,,-0.00015664,0
,,-0.00015656,0
,,-0.00015648,0
,,-0.0001564,0.04
,,-0.00015632,0.04
,,-0.00015624,0.04
,,-0.00015616,0.04
,,-0.00015608,0
,,-0.000156,0
,,-0.00015592,0
,,-0.00015584,0.04
,,-0.00015576,0.04
,,-0.00015568,0
,,-0.0001556,0.04
,,-0.00015552,0.04
,,-0.00015544,0.04
,,-0.00015536,0.04
,,-0.00015528,0
,,-0.0001552,0.04
,,-0.00015512,0.04
,,-0.00015504,0.04
,,-0.00015496,0.04
,,-0.00015488,0
,,-0.0001548,0
,,-0.00015472,0
,,-0.00015464,0.04
,,-0.00015456,0.04
,,-0.00015448,0
,,-0.0001544,0
,,-0.00015432,0
,,-0.00015424,0
,,-0.00015416,0
,,-0.00015408,0
,,-0.000154,0
,,-0.00015392,0.04
,,-0.00015384,0.04
,,-0.00015376,0
,,-0.00015368,0
,,-0.0001536,0
,,-0.00015352,0.04
,,-0.00015344,0.04
,,-0.00015336,0
,,-0.00015328,0
,,-0.0001532,0
,,-0.00015312,0
,,-0.00015304,0
,,-0.00015296,0.04
,,-0.00015288,0.04
,,-0.0001528,0
,,-0.00015272,0
,,-0.00015264,0
,,-0.00015256,0
,,-0.00015248,0
,,-0.0001524,0
,,-0.00015232,0
,,-0.00015224,0
,,-0.00015216,0
,,-0.00015208,0
,,-0.000152,0
,,-0.00015192,0
,,-0.00015184,0
,,-0.00015176,0
,,-0.00015168,0.04
,,-0.0001516,0.04
,,-0.00015152,0
,,-0.00015144,0
,,-0.00015136,0
,,-0.00015128,0
,,-0.0001512,0
,,-0.00015112,0
,,-0.00015104,0
,,-0.00015096,0
,,-0.00015088,0
,,-0.0001508,0
,,-0.00015072,0
,,-0.00015064,0
,,-0.00015056,0
,,-0.00015048,0
,,-0.0001504,0
,,-0.00015032,0
,,-0.00015024,0
,,-0.00015016,0
,,-0.00015008,0
,,-0.00015,0
,,-0.00014992,0
,,-0.00014984,0
,,-0.00014976,0
,,-0.00014968,0
,,-0.0001496,0
,,-0.00014952,0
,,-0.00014944,0
,,-0.00014936,0
,,-0.00014928,0
,,-0.0001492,0
,,-0.00014912,0.04
,,-0.00014904,0.04
,,-0.00014896,0
,,-0.00014888,0
,,-0.0001488,0
,,-0.00014872,0
,,-0.00014864,0
,,-0.00014856,0
,,-0.00014848,0
,,-0.0001484,0
,,-0.00014832,0
,,-0.00014824,0
,,-0.00014816,0
,,-0.00014808,0.04
,,-0.000148,0.04
,,-0.00014792,0
,,-0.00014784,0
,,-0.00014776,0
,,-0.00014768,0
,,-0.0001476,0
,,-0.00014752,0
,,-0.00014744,0
,,-0.00014736,0.04
,,-0.00014728,0.04
,,-0.0001472,0
,,-0.00014712,0
,,-0.00014704,0
,,-0.00014696,0
,,-0.00014688,0
,,-0.0001468,0
,,-0.00014672,0
,,-0.00014664,0
,,-0.00014656,0
,,-0.00014648,0
,,-0.0001464,0
,,-0.00014632,0.04
,,-0.00014624,0.04
,,-0.00014616,0
,,-0.00014608,0
,,-0.000146,0
,,-0.00014592,0
,,-0.00014584,0
,,-0.00014576,0
,,-0.00014568,0
,,-0.0001456,0.04
,,-0.00014552,0.04
,,-0.00014544,0
,,-0.00014536,0
,,-0.00014528,0
,,-0.0001452,0
,,-0.00014512,0
,,-0.00014504,0
,,-0.00014496,0
,,-0.00014488,0
,,-0.0001448,0.04
,,-0.00014472,0.04
,,-0.00014464,0
,,-0.00014456,0
,,-0.00014448,0
,,-0.0001444,0
,,-0.00014432,0
,,-0.00014424,0
,,-0.00014416,0
,,-0.00014408,0
,,-0.000144,0.04
,,-0.00014392,0.04
,,-0.00014384,0
,,-0.00014376,0
,,-0.00014368,0.04
,,-0.0001436,0.04
,,-0.00014352,0
,,-0.00014344,0
,,-0.00014336,0.04
,,-0.00014328,0.04
,,-0.0001432,0
,,-0.00014312,0
,,-0.00014304,0
,,-0.00014296,0
,,-0.00014288,0
,,-0.0001428,0
,,-0.00014272,0
,,-0.00014264,0
,,-0.00014256,0
,,-0.00014248,0
,,-0.0001424,0
,,-0.00014232,0
,,-0.00014224,0
,,-0.00014216,0
,,-0.00014208,0
,,-0.000142,0
,,-0.00014192,0
,,-0.00014184,0
,,-0.00014176,0
,,-0.00014168,0
,,-0.0001416,0
,,-0.00014152,0
,,-0.00014144,0
,,-0.00014136,0
,,-0.00014128,0.04
,,-0.0001412,0.04
,,-0.00014112,0
,,-0.00014104,0
,,-0.00014096,0.04
,,-0.00014088,0.04
,,-0.0001408,0
,,-0.00014072,0
,,-0.00014064,0
,,-0.00014056,0
,,-0.00014048,0.04
,,-0.0001404,0.04
,,-0.00014032,0
,,-0.00014024,0
,,-0.00014016,0
,,-0.00014008,0
,,-0.00014,0
,,-0.00013992,0
,,-0.00013984,0
,,-0.00013976,0.04
,,-0.00013968,0.04
,,-0.0001396,0.04
,,-0.00013952,0
,,-0.00013944,0.04
,,-0.00013936,0.04
,,-0.00013928,0
,,-0.0001392,0
,,-0.00013912,0
,,-0.00013904,0
,,-0.00013896,0
,,-0.00013888,0
,,-0.0001388,0
,,-0.00013872,0
,,-0.00013864,0
,,-0.00013856,0
,,-0.00013848,0
,,-0.0001384,0
,,-0.00013832,0.04
,,-0.00013824,0.04
,,-0.00013816,0
,,-0.00013808,0
,,-0.000138,0
,,-0.00013792,0
,,-0.00013784,0
,,-0.00013776,0
,,-0.00013768,0
,,-0.0001376,0
,,-0.00013752,0
,,-0.00013744,0
,,-0.00013736,0
,,-0.00013728,0
,,-0.0001372,0
,,-0.00013712,0
,,-0.00013704,0
,,-0.00013696,0
,,-0.00013688,0
,,-0.0001368,0.04
,,-0.00013672,0.04
,,-0.00013664,0
,,-0.00013656,0
,,-0.00013648,0
,,-0.0001364,0
,,-0.00013632,0
,,-0.00013624,0.04
,,-0.00013616,0.04
,,-0.00013608,0
,,-0.000136,0
,,-0.00013592,0
,,-0.00013584,0.04
,,-0.00013576,0.04
,,-0.00013568,0
,,-0.0001356,0.04
,,-0.00013552,0.04
,,-0.00013544,0.04
,,-0.00013536,0
,,-0.00013528,0
,,-0.0001352,0.04
,,-0.00013512,0.04
,,-0.00013504,0
,,-0.00013496,0
,,-0.00013488,0
,,-0.0001348,0.04
,,-0.00013472,0.04
,,-0.00013464,0
,,-0.00013456,0
,,-0.00013448,0
,,-0.0001344,0
,,-0.00013432,0
,,-0.00013424,0
,,-0.00013416,0.04
,,-0.00013408,0.04
,,-0.000134,0
,,-0.00013392,0
,,-0.00013384,0.04
,,-0.00013376,0.04
,,-0.00013368,0.04
,,-0.0001336,0
,,-0.00013352,0
,,-0.00013344,0
,,-0.00013336,0.04
,,-0.00013328,0.04
,,-0.0001332,0
,,-0.00013312,0
,,-0.00013304,0
,,-0.00013296,0
,,-0.00013288,0
,,-0.0001328,0
,,-0.00013272,0
,,-0.00013264,0
,,-0.00013256,0
,,-0.00013248,0
,,-0.0001324,0
,,-0.00013232,0
,,-0.00013224,0
,,-0.00013216,0
,,-0.00013208,0
,,-0.000132,0
,,-0.00013192,0
,,-0.00013184,0
,,-0.00013176,0
,,-0.00013168,0
,,-0.0001316,0
,,-0.00013152,0
,,-0.00013144,0
,,-0.00013136,0
,,-0.00013128,0
,,-0.0001312,0.04
,,-0.00013112,0.04
,,-0.00013104,0
,,-0.00013096,0
,,-0.00013088,0
,,-0.0001308,0
,,-0.00013072,0
,,-0.00013064,0
,,-0.00013056,0
,,-0.00013048,0
,,-0.0001304,0
,,-0.00013032,0
,,-0.00013024,0
,,-0.00013016,0
,,-0.00013008,0
,,-0.00013,0
,,-0.00012992,0
,,-0.00012984,0
,,-0.00012976,0
,,-0.00012968,0
,,-0.0001296,0
,,-0.00012952,0
,,-0.00012944,0.04
,,-0.00012936,0.04
,,-0.00012928,0
,,-0.0001292,0
,,-0.00012912,0
,,-0.00012904,0
,,-0.00012896,0
,,-0.00012888,0
,,-0.0001288,0
,,-0.00012872,0
,,-0.00012864,0
,,-0.00012856,0
,,-0.00012848,0
,,-0.0001284,0
,,-0.00012832,0
,,-0.00012824,0
,,-0.00012816,0
,,-0.00012808,0
,,-0.000128,0
,,-0.00012792,0
,,-0.00012784,0
,,-0.00012776,0
,,-0.00012768,0
,,-0.0001276,0
,,-0.00012752,0
,,-0.00012744,0
,,-0.00012736,0
,,-0.00012728,0.04
,,-0.0001272,0.04
,,-0.00012712,0.04
,,-0.00012704,0
,,-0.00012696,0
,,-0.00012688,0
,,-0.0001268,0
,,-0.00012672,0
,,-0.00012664,0
,,-0.00012656,0
,,-0.00012648,0
,,-0.0001264,0
,,-0.00012632,0
,,-0.00012624,0.04
,,-0.00012616,0.04
,,-0.00012608,0
,,-0.000126,0
,,-0.00012592,0
,,-0.00012584,0
,,-0.00012576,0
,,-0.00012568,0
,,-0.0001256,0
,,-0.00012552,0
,,-0.00012544,0
,,-0.00012536,0
,,-0.00012528,0
,,-0.0001252,0
,,-0.00012512,0
,,-0.00012504,0
,,-0.00012496,0
,,-0.00012488,0
,,-0.0001248,0
,,-0.00012472,0.04
,,-0.00012464,0.04
,,-0.00012456,0
,,-0.00012448,0
,,-0.0001244,0
,,-0.00012432,0
,,-0.00012424,0.04
,,-0.00012416,0.04
,,-0.00012408,0.04
,,-0.000124,0
,,-0.00012392,0
,,-0.00012384,0
,,-0.00012376,0
,,-0.00012368,0
,,-0.0001236,0
,,-0.00012352,0.04
,,-0.00012344,0.04
,,-0.00012336,0.04
,,-0.00012328,0.04
,,-0.0001232,0
,,-0.00012312,0
,,-0.00012304,0
,,-0.00012296,0
,,-0.00012288,0
,,-0.0001228,0
,,-0.00012272,0.04
,,-0.00012264,0.04
,,-0.00012256,0
,,-0.00012248,0
,,-0.0001224,0
,,-0.00012232,0
,,-0.00012224,0
,,-0.00012216,0
,,-0.00012208,0
,,-0.000122,0.04
,,-0.00012192,0.04
,,-0.00012184,0.04
,,-0.00012176,0
,,-0.00012168,0
,,-0.0001216,0
,,-0.00012152,0
,,-0.00012144,0
,,-0.00012136,0
,,-0.00012128,0
,,-0.0001212,0
,,-0.00012112,0
,,-0.00012104,0
,,-0.00012096,0
,,-0.00012088,0
,,-0.0001208,0
,,-0.00012072,0
,,-0.00012064,0
,,-0.00012056,0
,,-0.00012048,0
,,-0.0001204,0
,,-0.00012032,0
,,-0.00012024,0
,,-0.00012016,0.04
,,-0.00012008,0.04
,,-0.00012,0
,,-0.00011992,0
,,-0.00011984,0
,,-0.00011976,0
,,-0.00011968,0
,,-0.0001196,0
,,-0.00011952,0
,,-0.00011944,0
,,-0.00011936,0
,,-0.00011928,0
,,-0.0001192,0
,,-0.00011912,0
,,-0.00011904,0
,,-0.00011896,0
,,-0.00011888,0
,,-0.0001188,0.04
,,-0.00011872,0.04
,,-0.00011864,0
,,-0.00011856,0
,,-0.00011848,0
,,-0.0001184,0
,,-0.00011832,0
,,-0.00011824,0
,,-0.00011816,0
,,-0.00011808,0
,,-0.000118,0
,,-0.00011792,0
,,-0.00011784,0
,,-0.00011776,0
,,-0.00011768,0
,,-0.0001176,0
,,-0.00011752,0
,,-0.00011744,0
,,-0.00011736,0
,,-0.00011728,0
,,-0.0001172,0
,,-0.00011712,0
,,-0.00011704,0.04
,,-0.00011696,0.04
,,-0.00011688,0
,,-0.0001168,0
,,-0.00011672,0
,,-0.00011664,0
,,-0.00011656,0
,,-0.00011648,0
,,-0.0001164,0
,,-0.00011632,0
,,-0.00011624,0
,,-0.00011616,0
,,-0.00011608,0
,,-0.000116,0
,,-0.00011592,0
,,-0.00011584,0
,,-0.00011576,0
,,-0.00011568,0
,,-0.0001156,0
,,-0.00011552,0
,,-0.00011544,0
,,-0.00011536,0
,,-0.00011528,0
,,-0.0001152,0
,,-0.00011512,0
,,-0.00011504,0.04
,,-0.00011496,0.04
,,-0.00011488,0
,,-0.0001148,0
,,-0.00011472,0
,,-0.00011464,0
,,-0.00011456,0
,,-0.00011448,0
,,-0.0001144,0
,,-0.00011432,0
,,-0.00011424,0
,,-0.00011416,0
,,-0.00011408,0
,,-0.000114,0
,,-0.00011392,0
,,-0.00011384,0
,,-0.00011376,0
,,-0.00011368,0
,,-0.0001136,0
,,-0.00011352,0
,,-0.00011344,0
,,-0.00011336,0.04
,,-0.00011328,0.04
,,-0.0001132,0
,,-0.00011312,0
,,-0.00011304,0
,,-0.00011296,0
,,-0.00011288,0
,,-0.0001128,0
,,-0.00011272,0
,,-0.00011264,0
,,-0.00011256,0
,,-0.00011248,0
,,-0.0001124,0
,,-0.00011232,0
,,-0.00011224,0
,,-0.00011216,0
,,-0.00011208,0
,,-0.000112,0
,,-0.00011192,0
,,-0.00011184,0
,,-0.00011176,0
,,-0.00011168,0
,,-0.0001116,0
,,-0.00011152,0
,,-0.00011144,0
,,-0.00011136,0
,,-0.00011128,0
,,-0.0001112,0
,,-0.00011112,0
,,-0.00011104,0
,,-0.00011096,0
,,-0.00011088,0.04
,,-0.0001108,0.04
,,-0.00011072,0.04
,,-0.00011064,0
,,-0.00011056,0
,,-0.00011048,0
,,-0.0001104,0
,,-0.00011032,0
,,-0.00011024,0
,,-0.00011016,0
,,-0.00011008,0
,,-0.00011,0
,,-0.00010992,0
,,-0.00010984,0
,,-0.00010976,0.04
,,-0.00010968,0.04
,,-0.0001096,0
,,-0.00010952,0
,,-0.00010944,0
,,-0.00010936,0
,,-0.00010928,0
,,-0.0001092,0
,,-0.00010912,0
,,-0.00010904,0
,,-0.00010896,0
,,-0.00010888,0
,,-0.0001088,0
,,-0.00010872,0
,,-0.00010864,0
,,-0.00010856,0
,,-0.00010848,0
,,-0.0001084,0
,,-0.00010832,0
,,-0.00010824,0
,,-0.00010816,0
,,-0.00010808,0
,,-0.000108,0
,,-0.00010792,0
,,-0.00010784,0
,,-0.00010776,0
,,-0.00010768,0
,,-0.0001076,0
,,-0.00010752,0
,,-0.00010744,0
,,-0.00010736,0
,,-0.00010728,0
,,-0.0001072,0
,,-0.00010712,0
,,-0.00010704,0
,,-0.00010696,0
,,-0.00010688,0
,,-0.0001068,0
,,-0.00010672,0
,,-0.00010664,0
,,-0.00010656,0
,,-0.00010648,0
,,-0.0001064,0
,,-0.00010632,0
,,-0.00010624,0
,,-0.00010616,0
,,-0.00010608,0
,,-0.000106,0
,,-0.00010592,0
,,-0.00010584,0
,,-0.00010576,0
,,-0.00010568,0
,,-0.0001056,0
,,-0.00010552,0
,,-0.00010544,0
,,-0.00010536,0
,,-0.00010528,0
,,-0.0001052,0
,,-0.00010512,0
,,-0.00010504,0
,,-0.00010496,0
,,-0.00010488,0
,,-0.0001048,0
,,-0.00010472,0
,,-0.00010464,0
,,-0.00010456,0
,,-0.00010448,0
,,-0.0001044,0
,,-0.00010432,0
,,-0.00010424,0
,,-0.00010416,0
,,-0.00010408,0
,,-0.000104,0
,,-0.00010392,0
,,-0.00010384,0
,,-0.00010376,0
,,-0.00010368,0
,,-0.0001036,0
,,-0.00010352,0
,,-0.00010344,0
,,-0.00010336,0
,,-0.00010328,0.04
,,-0.0001032,0.04
,,-0.00010312,0
,,-0.00010304,0
,,-0.00010296,0
,,-0.00010288,0
,,-0.0001028,0.04
,,-0.00010272,0.04
,,-0.00010264,0
,,-0.00010256,0
,,-0.00010248,0.04
,,-0.0001024,0.04
,,-0.00010232,0
,,-0.00010224,0
,,-0.00010216,0
,,-0.00010208,0.04
,,-0.000102,0.04
,,-0.00010192,0
,,-0.00010184,0
,,-0.00010176,0
,,-0.00010168,0
,,-0.0001016,0
,,-0.00010152,0
,,-0.00010144,0
,,-0.00010136,0
,,-0.00010128,0.04
,,-0.0001012,0.04
,,-0.00010112,0
,,-0.00010104,0
,,-0.00010096,0
,,-0.00010088,0
,,-0.0001008,0
,,-0.00010072,0
,,-0.00010064,0
,,-0.00010056,0
,,-0.00010048,0
,,-0.0001004,0
,,-0.00010032,0
,,-0.00010024,0
,,-0.00010016,0
,,-0.00010008,0
,,-0.0001,0
,,-0.00009992,0
,,-0.00009984,0
,,-0.00009976,0
,,-0.00009968,0
,,-0.0000996,0.04
,,-0.00009952,0.04
,,-0.00009944,0
,,-0.00009936,0
,,-0.00009928,0
,,-0.0000992,0
,,-0.00009912,0
,,-0.00009904,0
,,-0.00009896,0
,,-0.00009888,0
,,-0.0000988,0
,,-0.00009872,0
,,-0.00009864,0
,,-0.00009856,0
,,-0.00009848,0
,,-0.0000984,0
,,-0.00009832,0
,,-0.00009824,0
,,-0.00009816,0
,,-0.00009808,0
,,-0.000098,0
,,-0.00009792,0
,,-0.00009784,0
,,-0.00009776,0
,,-0.00009768,0
,,-0.0000976,0
,,-0.00009752,0
,,-0.00009744,0
,,-0.00009736,0
,,-0.00009728,0
,,-0.0000972,0
,,-0.00009712,0
,,-0.00009704,0
,,-0.00009696,0
,,-0.00009688,0
,,-0.0000968,0
,,-0.00009672,0
,,-0.00009664,0
,,-0.00009656,0
,,-0.00009648,0
,,-0.0000964,0
,,-0.00009632,0
,,-0.00009624,0.04
,,-0.00009616,0.04
,,-0.00009608,0
,,-0.000096,0
,,-0.00009592,0
,,-0.00009584,0
,,-0.00009576,0
,,-0.00009568,0
,,-0.0000956,0
,,-0.00009552,0
,,-0.00009544,0.04
,,-0.00009536,0.04
,,-0.00009528,0
,,-0.0000952,0
,,-0.00009512,0
,,-0.00009504,0
,,-0.00009496,0
,,-0.00009488,0
,,-0.0000948,0.04
,,-0.00009472,0.04
,,-0.00009464,0.04
,,-0.00009456,0
,,-0.00009448,0
,,-0.0000944,0
,,-0.00009432,0
,,-0.00009424,0
,,-0.00009416,0
,,-0.00009408,0
,,-0.000094,0
,,-0.00009392,0
,,-0.00009384,0
,,-0.00009376,0.04
,,-0.00009368,0.04
,,-0.0000936,0
,,-0.00009352,0
,,-0.00009344,0
,,-0.00009336,0
,,-0.00009328,0
,,-0.0000932,0
,,-0.00009312,0
,,-0.00009304,0
,,-0.00009296,0
,,-0.00009288,0
,,-0.0000928,0.04
,,-0.00009272,0.04
,,-0.00009264,0
,,-0.00009256,0.04
,,-0.00009248,0.04
,,-0.0000924,0.04
,,-0.00009232,0.04
,,-0.00009224,0.04
,,-0.00009216,0
,,-0.00009208,0
,,-0.000092,0
,,-0.00009192,0.04
,,-0.00009184,0.04
,,-0.00009176,0
,,-0.00009168,0
,,-0.0000916,0
,,-0.00009152,0
,,-0.00009144,0
,,-0.00009136,0
,,-0.00009128,0.04
,,-0.0000912,0.04
,,-0.00009112,0
,,-0.00009104,0
,,-0.00009096,0
,,-0.00009088,0
,,-0.0000908,0
,,-0.00009072,0
,,-0.00009064,0
,,-0.00009056,0
,,-0.00009048,0
,,-0.0000904,0
,,-0.00009032,0
,,-0.00009024,0
,,-0.00009016,0.04
,,-0.00009008,0.04
,,-0.00009,0.04
,,-0.00008992,0
,,-0.00008984,0
,,-0.00008976,0
,,-0.00008968,0
,,-0.0000896,0
,,-0.00008952,0
,,-0.00008944,0
,,-0.00008936,0
,,-0.00008928,0
,,-0.0000892,0
,,-0.00008912,0
,,-0.00008904,0
,,-0.00008896,0
,,-0.00008888,0.04
,,-0.0000888,0.04
,,-0.00008872,0
,,-0.00008864,0
,,-0.00008856,0
,,-0.00008848,0
,,-0.0000884,0
,,-0.00008832,0
,,-0.00008824,0
,,-0.00008816,0
,,-0.00008808,0
,,-0.000088,0
,,-0.00008792,0
,,-0.00008784,0
,,-0.00008776,0
,,-0.00008768,0
,,-0.0000876,0
,,-0.00008752,0
,,-0.00008744,0
,,-0.00008736,0.04
,,-0.00008728,0.04
,,-0.0000872,0
,,-0.00008712,0
,,-0.00008704,0
,,-0.00008696,0
,,-0.00008688,0
,,-0.0000868,0
,,-0.00008672,0
,,-0.00008664,0
,,-0.00008656,0
,,-0.00008648,0
,,-0.0000864,0
,,-0.00008632,0
,,-0.00008624,0
,,-0.00008616,0
,,-0.00008608,0
,,-0.000086,0
,,-0.00008592,0
,,-0.00008584,0
,,-0.00008576,0
,,-0.00008568,0
,,-0.0000856,0
,,-0.00008552,0.04
,,-0.00008544,0.04
,,-0.00008536,0
,,-0.00008528,0.04
,,-0.0000852,0.04
,,-0.00008512,0.04
,,-0.00008504,0.04
,,-0.00008496,0.04
,,-0.00008488,0
,,-0.0000848,0
,,-0.00008472,0
,,-0.00008464,0.04
,,-0.00008456,0.04
,,-0.00008448,0
,,-0.0000844,0
,,-0.00008432,0
,,-0.00008424,0
,,-0.00008416,0
,,-0.00008408,0
,,-0.000084,0
,,-0.00008392,0
,,-0.00008384,0
,,-0.00008376,0
,,-0.00008368,0
,,-0.0000836,0
,,-0.00008352,0
,,-0.00008344,0
,,-0.00008336,0
,,-0.00008328,0
,,-0.0000832,0
,,-0.00008312,0
,,-0.00008304,0
,,-0.00008296,0
,,-0.00008288,0
,,-0.0000828,0
,,-0.00008272,0
,,-0.00008264,0
,,-0.00008256,0.04
,,-0.00008248,0.08
,,-0.0000824,0.04
,,-0.00008232,0.04
,,-0.00008224,0
,,-0.00008216,0
,,-0.00008208,0
,,-0.000082,0
,,-0.00008192,0
,,-0.00008184,0
,,-0.00008176,0
,,-0.00008168,0
,,-0.0000816,0
,,-0.00008152,0
,,-0.00008144,0
,,-0.00008136,0
,,-0.00008128,0.04
,,-0.0000812,0.04
,,-0.00008112,0
,,-0.00008104,0
,,-0.00008096,0
,,-0.00008088,0
,,-0.0000808,0
,,-0.00008072,0
,,-0.00008064,0
,,-0.00008056,0
,,-0.00008048,0
,,-0.0000804,0
,,-0.00008032,0
,,-0.00008024,0
,,-0.00008016,0
,,-0.00008008,0
,,-0.00008,0
,,-0.00007992,0
,,-0.00007984,0.04
,,-0.00007976,0.04
,,-0.00007968,0
,,-0.0000796,0
,,-0.00007952,0
,,-0.00007944,0
,,-0.00007936,0
,,-0.00007928,0
,,-0.0000792,0
,,-0.00007912,0
,,-0.00007904,0
,,-0.00007896,0
,,-0.00007888,0
,,-0.0000788,0
,,-0.00007872,0
,,-0.00007864,0.04
,,-0.00007856,0.04
,,-0.00007848,0
,,-0.0000784,0
,,-0.00007832,0
,,-0.00007824,0
,,-0.00007816,0
,,-0.00007808,0
,,-0.000078,0
,,-0.00007792,0
,,-0.00007784,0
,,-0.00007776,0
,,-0.00007768,0
,,-0.0000776,0
,,-0.00007752,0
,,-0.00007744,0
,,-0.00007736,0
,,-0.00007728,0
,,-0.0000772,0
,,-0.00007712,0.04
,,-0.00007704,0.04
,,-0.00007696,0
,,-0.00007688,0
,,-0.0000768,0
,,-0.00007672,0
,,-0.00007664,0
,,-0.00007656,0
,,-0.00007648,0
,,-0.0000764,0
,,-0.00007632,0
,,-0.00007624,0
,,-0.00007616,0
,,-0.00007608,0
,,-0.000076,0
,,-0.00007592,0
,,-0.00007584,0
,,-0.00007576,0
,,-0.00007568,0
,,-0.0000756,0
,,-0.00007552,0.04
,,-0.00007544,0.04
,,-0.00007536,0
,,-0.00007528,0
,,-0.0000752,0.04
,,-0.00007512,0.04
,,-0.00007504,0
,,-0.00007496,0
,,-0.00007488,0
,,-0.0000748,0
,,-0.00007472,0
,,-0.00007464,0
,,-0.00007456,0.04
,,-0.00007448,0.04
,,-0.0000744,0
,,-0.00007432,0
,,-0.00007424,0.04
,,-0.00007416,0.04
,,-0.00007408,0.04
,,-0.000074,0.04
,,-0.00007392,0
,,-0.00007384,0
,,-0.00007376,0
,,-0.00007368,0
,,-0.0000736,0
,,-0.00007352,0
,,-0.00007344,0
,,-0.00007336,0
,,-0.00007328,0
,,-0.0000732,0
,,-0.00007312,0
,,-0.00007304,0.04
,,-0.00007296,0.04
,,-0.00007288,0
,,-0.0000728,0.04
,,-0.00007272,0.04
,,-0.00007264,0
,,-0.00007256,0
,,-0.00007248,0
,,-0.0000724,0
,,-0.00007232,0
,,-0.00007224,0
,,-0.00007216,0
,,-0.00007208,0.04
,,-0.000072,0.04
,,-0.00007192,0
,,-0.00007184,0
,,-0.00007176,0
,,-0.00007168,0
,,-0.0000716,0
,,-0.00007152,0
,,-0.00007144,0
,,-0.00007136,0.04
,,-0.00007128,0.04
,,-0.0000712,0
,,-0.00007112,0
,,-0.00007104,0
,,-0.00007096,0
,,-0.00007088,0
,,-0.0000708,0
,,-0.00007072,0
,,-0.00007064,0
,,-0.00007056,0
,,-0.00007048,0
,,-0.0000704,0
,,-0.00007032,0.04
,,-0.00007024,0.04
,,-0.00007016,0
,,-0.00007008,0
,,-0.00007,0
,,-0.00006992,0
,,-0.00006984,0.04
,,-0.00006976,0.04
,,-0.00006968,0
,,-0.0000696,0
,,-0.00006952,0
,,-0.00006944,0
,,-0.00006936,0
,,-0.00006928,0
,,-0.0000692,0
,,-0.00006912,0
,,-0.00006904,0
,,-0.00006896,0
,,-0.00006888,0
,,-0.0000688,0
,,-0.00006872,0
,,-0.00006864,0
,,-0.00006856,0
,,-0.00006848,0
,,-0.0000684,0
,,-0.00006832,0
,,-0.00006824,0
,,-0.00006816,0
,,-0.00006808,0
,,-0.000068,0
,,-0.00006792,0
,,-0.00006784,0
,,-0.00006776,0
,,-0.00006768,0
,,-0.0000676,0
,,-0.00006752,0
,,-0.00006744,0
,,-0.00006736,0
,,-0.00006728,0
,,-0.0000672,0
,,-0.00006712,0
,,-0.00006704,0
,,-0.00006696,0
,,-0.00006688,0
,,-0.0000668,0
,,-0.00006672,0
,,-0.00006664,0.04
,,-0.00006656,0.04
,,-0.00006648,0
,,-0.0000664,0
,,-0.00006632,0
,,-0.00006624,0
,,-0.00006616,0
,,-0.00006608,0
,,-0.000066,0
,,-0.00006592,0
,,-0.00006584,0
,,-0.00006576,0
,,-0.00006568,0
,,-0.0000656,0
,,-0.00006552,0
,,-0.00006544,0
,,-0.00006536,0
,,-0.00006528,0
,,-0.0000652,0
